CallerClass,CallerMethod,Permission
android/transition/Crossfade,createAnimator,android.permission.INTERACT_ACROSS_USERS
android/transition/Fade,onDisappear,android.permission.INTERACT_ACROSS_USERS
android/transition/Fade,onAppear,android.permission.INTERACT_ACROSS_USERS
android/transition/Explode,onAppear,android.permission.INTERACT_ACROSS_USERS
android/text/SpannableStringBuilder,replace,android.permission.INTERACT_ACROSS_USERS
android/transition/TransitionManager,go,android.permission.INTERACT_ACROSS_USERS
android/transition/TransitionManager,transitionTo,android.permission.INTERACT_ACROSS_USERS
android/text/TextUtils,commaEllipsize,android.permission.INTERACT_ACROSS_USERS
android/transition/TransitionUtils,createDrawableBitmap,android.permission.INTERACT_ACROSS_USERS
android/text/Layout,getParagraphLeft,android.permission.INTERACT_ACROSS_USERS
android/transition/TransitionManager,go,android.permission.INTERACT_ACROSS_USERS
android/text/SpannableStringBuilder,setSpan,android.permission.INTERACT_ACROSS_USERS
android/text/TextUtils,concat,android.permission.INTERACT_ACROSS_USERS
android/transition/Visibility,onAppear,android.permission.INTERACT_ACROSS_USERS
android/transition/Visibility,createAnimator,android.permission.INTERACT_ACROSS_USERS
android/view/inputmethod/InputConnectionWrapper,performEditorAction,android.permission.INTERACT_ACROSS_USERS
android/text/TextUtils,commaEllipsize,android.permission.INTERACT_ACROSS_USERS
android/transition/TransitionUtils,createViewBitmap,android.permission.INTERACT_ACROSS_USERS
android/text/TextUtils,ellipsize,android.permission.INTERACT_ACROSS_USERS
android/text/Layout,getParagraphRight,android.permission.INTERACT_ACROSS_USERS
android/transition/Slide,onAppear,android.permission.INTERACT_ACROSS_USERS
android/text/SpannableStringBuilder,subSequence,android.permission.INTERACT_ACROSS_USERS
android/view/inputmethod/BaseInputConnection,setComposingRegion,android.permission.INTERACT_ACROSS_USERS
android/text/TextUtils,ellipsize,android.permission.INTERACT_ACROSS_USERS
android/text/SpannableStringBuilder,removeSpan,android.permission.INTERACT_ACROSS_USERS
android/transition/Slide,onDisappear,android.permission.INTERACT_ACROSS_USERS
android/transition/TransitionUtils,copyViewImage,android.permission.INTERACT_ACROSS_USERS
android/text/TextUtils,ellipsize,android.permission.INTERACT_ACROSS_USERS
android/support/v4/widget/DrawerLayout,setStatusBarBackground,android.permission.INTERACT_ACROSS_USERS
android/support/v7/internal/view/menu/ListMenuItemView,setChecked,android.permission.INTERACT_ACROSS_USERS
android/support/v7/internal/view/menu/MenuItemImpl,setEnabled,android.permission.INTERACT_ACROSS_USERS
android/support/v7/app/ActionBarActivity,setContentView,android.permission.INTERACT_ACROSS_USERS
android/support/v7/internal/view/menu/ListMenuPresenter,saveHierarchyState,android.permission.INTERACT_ACROSS_USERS
android/support/v7/internal/view/menu/MenuDialogHelper,onKey,android.permission.INTERACT_ACROSS_USERS
android/support/v7/internal/app/WindowDecorActionBar,setTitle,android.permission.INTERACT_ACROSS_USERS
android/support/v7/internal/app/ToolbarActionBar,collapseActionView,android.permission.INTERACT_ACROSS_USERS
android/support/v7/app/ActionBarActivity,getMenuInflater,android.permission.INTERACT_ACROSS_USERS
android/support/v4/widget/DrawerLayout,setStatusBarBackgroundColor,android.permission.INTERACT_ACROSS_USERS
android/support/v7/internal/view/menu/ActionMenuItemView,onLongClick,android.permission.INTERACT_ACROSS_USERS
android/support/v7/app/ActionBarActivity,setContentView,android.permission.INTERACT_ACROSS_USERS
android/support/v7/internal/app/WindowDecorActionBar,setDisplayShowCustomEnabled,android.permission.INTERACT_ACROSS_USERS
android/support/v4/widget/ViewDragHelper,captureChildView,android.permission.INTERACT_ACROSS_USERS
android/support/v7/internal/app/WindowDecorActionBar,setDisplayHomeAsUpEnabled,android.permission.INTERACT_ACROSS_USERS
android/support/v4/view/ViewPager,arrowScroll,android.permission.INTERACT_ACROSS_USERS
android/support/v7/app/ActionBarActivity,addContentView,android.permission.INTERACT_ACROSS_USERS
android/support/v7/internal/app/WindowDecorActionBar,setDisplayShowHomeEnabled,android.permission.INTERACT_ACROSS_USERS
android/support/v7/internal/view/menu/ListMenuPresenter,onItemClick,android.permission.INTERACT_ACROSS_USERS
android/support/v4/widget/DrawerLayout,onDraw,android.permission.INTERACT_ACROSS_USERS
android/support/v7/internal/app/WindowDecorActionBar,setDisplayShowTitleEnabled,android.permission.INTERACT_ACROSS_USERS
android/support/v7/internal/app/ToolbarActionBar,openOptionsMenu,android.permission.INTERACT_ACROSS_USERS
android/support/v7/app/ActionBarActivity,setContentView,android.permission.INTERACT_ACROSS_USERS
android/support/v7/internal/view/menu/ListMenuPresenter,restoreHierarchyState,android.permission.INTERACT_ACROSS_USERS
android/support/v4/widget/ViewDragHelper,create,android.permission.INTERACT_ACROSS_USERS
android/support/v7/internal/view/menu/MenuItemImpl,setAlphabeticShortcut,android.permission.INTERACT_ACROSS_USERS
android/support/v4/widget/SwipeRefreshLayout,setSize,android.permission.INTERACT_ACROSS_USERS
android/support/v7/internal/app/WindowDecorActionBar,removeAllTabs,android.permission.INTERACT_ACROSS_USERS
android/support/v7/internal/app/ToolbarActionBar,onMenuKeyEvent,android.permission.INTERACT_ACROSS_USERS
android/support/v7/internal/view/menu/ListMenuItemView,setIcon,android.permission.INTERACT_ACROSS_USERS
android/support/v4/hardware/display/DisplayManagerCompat,getInstance,android.permission.INTERACT_ACROSS_USERS
android/support/v4/widget/ViewDragHelper,create,android.permission.INTERACT_ACROSS_USERS
android/support/v4/widget/DrawerLayout,computeScroll,android.permission.INTERACT_ACROSS_USERS
android/support/v4/media/routing/MediaRouterJellybean$RouteCategory,getName,android.permission.INTERACT_ACROSS_USERS
android/support/v7/internal/view/menu/ListMenuPresenter,onRestoreInstanceState,android.permission.INTERACT_ACROSS_USERS
android/support/v7/app/ActionBarActivity,getSupportActionBar,android.permission.INTERACT_ACROSS_USERS
android/support/v4/media/routing/MediaRouterJellybeanMr1$ActiveScanWorkaround,<init>,android.permission.INTERACT_ACROSS_USERS
android/support/v4/widget/SwipeRefreshLayout,<init>,android.permission.INTERACT_ACROSS_USERS
android/support/v7/app/ActionBarActivity,setSupportActionBar,android.permission.INTERACT_ACROSS_USERS
android/support/v7/internal/app/WindowDecorActionBar,setSubtitle,android.permission.INTERACT_ACROSS_USERS
android/support/v7/internal/view/menu/ListMenuItemView,setShortcut,android.permission.INTERACT_ACROSS_USERS
android/support/v7/internal/view/menu/ListMenuPresenter,onSaveInstanceState,android.permission.INTERACT_ACROSS_USERS
android/support/v7/internal/app/WindowDecorActionBar,setSelectedNavigationItem,android.permission.INTERACT_ACROSS_USERS
android/support/v4/media/routing/MediaRouterJellybean$RouteInfo,getName,android.permission.INTERACT_ACROSS_USERS
android/support/v4/widget/SwipeRefreshLayout,<init>,android.permission.INTERACT_ACROSS_USERS
android/support/v4/widget/ViewDragHelper,abort,android.permission.INTERACT_ACROSS_USERS
android/support/v4/media/session/MediaSessionCompat,release,android.permission.INTERACT_ACROSS_USERS
android/support/v7/internal/view/menu/ActionMenuItemView,setIcon,android.permission.INTERACT_ACROSS_USERS
android/support/v7/internal/view/menu/ListMenuPresenter,getMenuView,android.permission.INTERACT_ACROSS_USERS
android/support/v4/media/session/MediaSessionCompatApi8,registerMediaButtonEventReceiver,android.permission.INTERACT_ACROSS_USERS
android/support/v4/view/PagerTitleStrip,setTextSize,android.permission.INTERACT_ACROSS_USERS
android/support/v4/widget/ViewDragHelper,smoothSlideViewTo,android.permission.INTERACT_ACROSS_USERS
android/support/v7/internal/view/menu/ListMenuItemView,initialize,android.permission.INTERACT_ACROSS_USERS
android/support/v7/internal/view/menu/MenuBuilder,<init>,android.permission.INTERACT_ACROSS_USERS
android/support/v4/media/session/MediaSessionCompatApi8,unregisterMediaButtonEventReceiver,android.permission.INTERACT_ACROSS_USERS
android/support/v7/internal/view/menu/ListMenuPresenter,initForMenu,android.permission.INTERACT_ACROSS_USERS
android/support/v7/internal/view/menu/ExpandedMenuView,invokeItem,android.permission.INTERACT_ACROSS_USERS
android/support/v4/media/TransportMediator,<init>,android.permission.INTERACT_ACROSS_USERS
android/support/v7/internal/view/menu/ListMenuPresenter,<init>,android.permission.INTERACT_ACROSS_USERS
android/support/v4/widget/ViewDragHelper,settleCapturedViewAt,android.permission.INTERACT_ACROSS_USERS
android/support/v7/internal/view/menu/ActionMenuItemView,setExpandedFormat,android.permission.INTERACT_ACROSS_USERS
android/support/v4/media/TransportMediator,<init>,android.permission.INTERACT_ACROSS_USERS
android/support/v7/app/ActionBarActivity,onMenuItemSelected,android.permission.INTERACT_ACROSS_USERS
android/support/v7/internal/view/menu/ExpandedMenuView,onItemClick,android.permission.INTERACT_ACROSS_USERS
android/support/v7/internal/app/ToolbarActionBar,setNavigationMode,android.permission.INTERACT_ACROSS_USERS
android/support/v4/media/session/MediaSessionCompat,setActive,android.permission.INTERACT_ACROSS_USERS
android/support/v4/media/session/MediaSessionCompat,<init>,android.permission.INTERACT_ACROSS_USERS
android/support/v7/internal/view/menu/ListMenuPresenter,onCloseMenu,android.permission.INTERACT_ACROSS_USERS
android/support/v7/internal/view/menu/ActionMenuItemView,needsDividerBefore,android.permission.INTERACT_ACROSS_USERS
android/support/v7/internal/view/menu/MenuDialogHelper,show,android.permission.INTERACT_ACROSS_USERS
android/support/v7/internal/app/WindowDecorActionBar,setDisplayUseLogoEnabled,android.permission.INTERACT_ACROSS_USERS
android/support/v7/internal/view/menu/ListMenuPresenter,setItemIndexOffset,android.permission.INTERACT_ACROSS_USERS
android/support/v7/internal/view/menu/MenuItemImpl,invoke,android.permission.INTERACT_ACROSS_USERS
android/support/v7/internal/view/menu/ListMenuItemView,setCheckable,android.permission.INTERACT_ACROSS_USERS
android/support/v7/internal/view/menu/MenuBuilder,addMenuPresenter,android.permission.INTERACT_ACROSS_USERS
android/support/v4/media/session/MediaSessionCompat,setFlags,android.permission.INTERACT_ACROSS_USERS
android/support/v7/internal/view/menu/MenuBuilder,addMenuPresenter,android.permission.INTERACT_ACROSS_USERS
android/support/v7/internal/view/menu/ListMenuItemView,setTitle,android.permission.INTERACT_ACROSS_USERS
android/support/v4/media/session/MediaSessionCompatApi14,unregisterRemoteControlClient,android.permission.INTERACT_ACROSS_USERS
android/support/v4/media/session/MediaSessionCompatApi18,unregisterMediaButtonEventReceiver,android.permission.INTERACT_ACROSS_USERS
android/support/v4/media/session/MediaSessionCompatApi18,registerMediaButtonEventReceiver,android.permission.INTERACT_ACROSS_USERS
android/support/v7/internal/view/menu/ListMenuPresenter,onSubMenuSelected,android.permission.INTERACT_ACROSS_USERS
android/support/v7/app/ActionBarActivity,onConfigurationChanged,android.permission.INTERACT_ACROSS_USERS
android/support/v4/media/session/MediaSessionCompatApi14,registerRemoteControlClient,android.permission.INTERACT_ACROSS_USERS
android/support/v7/internal/app/WindowDecorActionBar,setCustomView,android.permission.INTERACT_ACROSS_USERS
android/support/v7/internal/view/menu/ListMenuPresenter,updateMenuView,android.permission.INTERACT_ACROSS_USERS
android/support/v4/graphics/drawable/RoundedBitmapDrawableFactory,create,android.permission.INTERACT_ACROSS_USERS
android/support/v7/internal/view/menu/MenuItemImpl,setTitle,android.permission.INTERACT_ACROSS_USERS
android/support/v4/app/ShareCompat$IntentBuilder,setHtmlText,android.permission.INTERACT_ACROSS_USERS
android/support/v4/app/SharedElementCallback,onCaptureSharedElementSnapshot,android.permission.INTERACT_ACROSS_USERS
android/support/v4/widget/SimpleCursorAdapter,bindView,android.permission.INTERACT_ACROSS_USERS
android/support/v7/internal/view/menu/MenuBuilder,saveActionViewStates,android.permission.INTERACT_ACROSS_USERS
android/support/v7/internal/view/menu/MenuPopupHelper,<init>,android.permission.INTERACT_ACROSS_USERS
android/support/v7/internal/view/menu/MenuPopupHelper,<init>,android.permission.INTERACT_ACROSS_USERS
android/support/v4/widget/SimpleCursorAdapter,<init>,android.permission.INTERACT_ACROSS_USERS
android/support/v7/internal/view/menu/MenuBuilder,restorePresenterStates,android.permission.INTERACT_ACROSS_USERS
android/support/v4/content/Loader,deliverResult,android.permission.INTERACT_ACROSS_USERS
android/support/v4/content/res/ResourcesCompat,getDrawable,android.permission.INTERACT_ACROSS_USERS
android/support/v4/content/ContextCompat,getDrawable,android.permission.INTERACT_ACROSS_USERS
android/support/v7/internal/view/menu/MenuBuilder,savePresenterStates,android.permission.INTERACT_ACROSS_USERS
android/support/v4/view/ViewCompatKitKat,setAccessibilityLiveRegion,android.permission.INTERACT_ACROSS_USERS
android/support/v4/app/SharedElementCallback,onCreateSnapshotView,android.permission.INTERACT_ACROSS_USERS
android/support/v4/content/FileProvider,attachInfo,android.permission.INTERACT_ACROSS_USERS
android/support/v7/internal/app/WindowDecorActionBar,setSplitBackgroundDrawable,android.permission.INTERACT_ACROSS_USERS
android/support/v4/widget/SimpleCursorAdapter,<init>,android.permission.INTERACT_ACROSS_USERS
android/support/v4/app/NotificationManagerCompat,from,android.permission.INTERACT_ACROSS_USERS
android/support/v4/app/NotificationCompatKitKat$Builder,build,android.permission.INTERACT_ACROSS_USERS
android/support/v4/widget/SearchViewCompatIcs$MySearchView,<init>,android.permission.INTERACT_ACROSS_USERS
android/support/v7/internal/view/menu/MenuItemImpl,getIcon,android.permission.INTERACT_ACROSS_USERS
android/support/v4/app/NotificationCompatJellybean$Builder,build,android.permission.INTERACT_ACROSS_USERS
android/support/v7/internal/view/menu/MenuItemImpl,setTitleCondensed,android.permission.INTERACT_ACROSS_USERS
android/support/v7/internal/app/WindowDecorActionBar,startActionMode,android.permission.INTERACT_ACROSS_USERS
android/support/v7/internal/view/menu/MenuPopupHelper,<init>,android.permission.INTERACT_ACROSS_USERS
android/support/v7/internal/view/menu/MenuPopupHelper,<init>,android.permission.INTERACT_ACROSS_USERS
android/support/v7/internal/view/menu/MenuItemImpl,setTitle,android.permission.INTERACT_ACROSS_USERS
android/support/v4/widget/SearchViewCompatIcs$MySearchView,onActionViewCollapsed,android.permission.INTERACT_ACROSS_USERS
android/support/v7/internal/app/WindowDecorActionBar,setWindowTitle,android.permission.INTERACT_ACROSS_USERS
android/support/v4/widget/SlidingPaneLayout,<init>,android.permission.INTERACT_ACROSS_USERS
android/support/v4/view/ViewCompat,postInvalidateOnAnimation,android.permission.INTERACT_ACROSS_USERS
android/support/v7/internal/view/menu/MenuDialogHelper,onOpenSubMenu,android.permission.INTERACT_ACROSS_USERS
android/support/v4/view/ViewPager,removeView,android.permission.INTERACT_ACROSS_USERS
android/support/v4/view/ViewPager,addView,android.permission.INTERACT_ACROSS_USERS
android/support/v4/os/AsyncTaskCompat,executeParallel,android.permission.INTERACT_ACROSS_USERS
android/support/v7/internal/app/WindowDecorActionBar,setSubtitle,android.permission.INTERACT_ACROSS_USERS
android/support/v7/internal/view/menu/MenuItemImpl,setShortcut,android.permission.INTERACT_ACROSS_USERS
android/support/v4/graphics/drawable/RoundedBitmapDrawableFactory,create,android.permission.INTERACT_ACROSS_USERS
android/support/v4/graphics/drawable/RoundedBitmapDrawableFactory,create,android.permission.INTERACT_ACROSS_USERS
android/support/v7/internal/app/WindowDecorActionBar,setTitle,android.permission.INTERACT_ACROSS_USERS
android/support/v7/internal/view/menu/MenuDialogHelper,onDismiss,android.permission.INTERACT_ACROSS_USERS
android/support/v7/internal/view/menu/MenuItemImpl,setNumericShortcut,android.permission.INTERACT_ACROSS_USERS
android/support/v7/internal/view/menu/MenuDialogHelper,onCloseMenu,android.permission.INTERACT_ACROSS_USERS
android/support/v7/internal/app/ToolbarActionBar,onKeyShortcut,android.permission.INTERACT_ACROSS_USERS
android/support/v4/widget/SimpleCursorAdapter,setViewImage,android.permission.INTERACT_ACROSS_USERS
android/support/v4/content/res/ResourcesCompat,getDrawableForDensity,android.permission.INTERACT_ACROSS_USERS
android/support/v7/internal/app/WindowDecorActionBar,setBackgroundDrawable,android.permission.INTERACT_ACROSS_USERS
android/support/v4/content/WakefulBroadcastReceiver,startWakefulService,android.permission.INTERACT_ACROSS_USERS
android/support/v7/internal/app/WindowDecorActionBar,setStackedBackgroundDrawable,android.permission.INTERACT_ACROSS_USERS
android/support/v4/view/ViewPager,onSaveInstanceState,android.permission.INTERACT_ACROSS_USERS
android/support/v4/view/ViewPager,onRestoreInstanceState,android.permission.INTERACT_ACROSS_USERS
android/support/v7/internal/app/WindowDecorActionBar,setDisplayOptions,android.permission.INTERACT_ACROSS_USERS
android/support/v4/widget/SlidingPaneLayout,<init>,android.permission.INTERACT_ACROSS_USERS
android/support/v4/view/ViewCompat,postInvalidateOnAnimation,android.permission.INTERACT_ACROSS_USERS
android/support/v7/internal/app/WindowDecorActionBar,setDisplayOptions,android.permission.INTERACT_ACROSS_USERS
android/support/v4/widget/SimpleCursorAdapter,setViewText,android.permission.INTERACT_ACROSS_USERS
android/support/v7/internal/view/menu/MenuDialogHelper,onClick,android.permission.INTERACT_ACROSS_USERS
android/support/v4/widget/SlidingPaneLayout,<init>,android.permission.INTERACT_ACROSS_USERS
android/support/v7/internal/app/WindowDecorActionBar,<init>,android.permission.INTERACT_ACROSS_USERS
android/support/v4/view/MenuItemCompat,setActionView,android.permission.INTERACT_ACROSS_USERS
android/support/v7/internal/view/ActionBarPolicy,getMaxActionButtons,android.permission.INTERACT_ACROSS_USERS
android/support/v7/internal/view/ActionBarPolicy,showsOverflowMenuButton,android.permission.INTERACT_ACROSS_USERS
android/support/v4/view/ViewPager,onInterceptTouchEvent,android.permission.INTERACT_ACROSS_USERS
android/support/v7/internal/app/WindowDecorActionBar$ActionModeImpl,invalidate,android.permission.INTERACT_ACROSS_USERS
android/support/v7/app/ActionBarDrawerToggle,<init>,android.permission.INTERACT_ACROSS_USERS
android/support/v7/internal/app/WindowDecorActionBar$TabImpl,setIcon,android.permission.INTERACT_ACROSS_USERS
android/support/v4/view/MenuItemCompat,setActionView,android.permission.INTERACT_ACROSS_USERS
android/support/v7/internal/app/WindowDecorActionBar$TabImpl,setIcon,android.permission.INTERACT_ACROSS_USERS
android/support/v4/widget/SlidingPaneLayout,onTouchEvent,android.permission.INTERACT_ACROSS_USERS
android/support/v7/internal/app/ToolbarActionBar,setLogo,android.permission.INTERACT_ACROSS_USERS
android/support/v4/view/ViewPager,draw,android.permission.INTERACT_ACROSS_USERS
android/support/v4/view/MenuItemCompat,getActionView,android.permission.INTERACT_ACROSS_USERS
android/support/v7/internal/app/ToolbarActionBar,setIcon,android.permission.INTERACT_ACROSS_USERS
android/support/v7/app/ActionBarDrawerToggle,syncState,android.permission.INTERACT_ACROSS_USERS
android/support/v7/internal/app/WindowDecorActionBar$TabImpl,setCustomView,android.permission.INTERACT_ACROSS_USERS
android/support/v4/view/PagerTabStrip,setTabIndicatorColorResource,android.permission.INTERACT_ACROSS_USERS
android/support/v7/app/ActionBarActivity,dispatchKeyEvent,android.permission.INTERACT_ACROSS_USERS
android/support/v7/internal/app/ToolbarActionBar,setLogo,android.permission.INTERACT_ACROSS_USERS
android/support/v4/widget/DrawerLayout,closeDrawer,android.permission.INTERACT_ACROSS_USERS
android/support/v7/internal/app/WindowDecorActionBar$ActionModeImpl,finish,android.permission.INTERACT_ACROSS_USERS
android/support/v4/view/MenuItemCompat,setShowAsAction,android.permission.INTERACT_ACROSS_USERS
android/support/v4/view/MenuCompat,setShowAsAction,android.permission.INTERACT_ACROSS_USERS
android/support/v7/internal/app/ToolbarActionBar,setHomeActionContentDescription,android.permission.INTERACT_ACROSS_USERS
android/support/v7/internal/app/WindowDecorActionBar$TabImpl,select,android.permission.INTERACT_ACROSS_USERS
android/support/v7/internal/app/ToolbarActionBar,setHomeActionContentDescription,android.permission.INTERACT_ACROSS_USERS
android/support/v7/internal/view/menu/ActionMenuItem,setIcon,android.permission.INTERACT_ACROSS_USERS
android/support/v7/internal/app/WindowDecorActionBar$TabImpl,setContentDescription,android.permission.INTERACT_ACROSS_USERS
android/support/v4/view/KeyEventCompat,dispatch,android.permission.INTERACT_ACROSS_USERS
android/support/v7/internal/app/WindowDecorActionBar$ActionModeImpl,setSubtitle,android.permission.INTERACT_ACROSS_USERS
android/support/v4/widget/SlidingPaneLayout,onInterceptTouchEvent,android.permission.INTERACT_ACROSS_USERS
android/support/v7/internal/app/WindowDecorActionBar$ActionModeImpl,dispatchOnCreate,android.permission.INTERACT_ACROSS_USERS
android/support/v7/internal/view/ActionBarPolicy,hasEmbeddedTabs,android.permission.INTERACT_ACROSS_USERS
android/support/v7/app/ActionBarDrawerToggle,<init>,android.permission.INTERACT_ACROSS_USERS
android/support/v7/internal/app/WindowDecorActionBar$TabImpl,setText,android.permission.INTERACT_ACROSS_USERS
android/support/v4/widget/DrawerLayout,openDrawer,android.permission.INTERACT_ACROSS_USERS
android/support/v7/internal/app/ToolbarActionBar,setHomeAsUpIndicator,android.permission.INTERACT_ACROSS_USERS
android/support/v7/internal/app/WindowDecorActionBar$TabImpl,setText,android.permission.INTERACT_ACROSS_USERS
android/support/v7/internal/app/ToolbarActionBar,setHomeAsUpIndicator,android.permission.INTERACT_ACROSS_USERS
android/support/v7/internal/app/WindowDecorActionBar,<init>,android.permission.INTERACT_ACROSS_USERS
android/support/v4/widget/SlidingPaneLayout,computeScroll,android.permission.INTERACT_ACROSS_USERS
android/support/v4/widget/SwipeRefreshLayout,onTouchEvent,android.permission.INTERACT_ACROSS_USERS
android/support/v7/app/ActionBarDrawerToggle,setDrawerIndicatorEnabled,android.permission.INTERACT_ACROSS_USERS
android/support/v4/widget/DrawerLayout,onKeyUp,android.permission.INTERACT_ACROSS_USERS
android/support/v7/app/ActionBarDrawerToggle,setHomeAsUpIndicator,android.permission.INTERACT_ACROSS_USERS
android/support/v7/app/ActionBarDrawerToggle,setHomeAsUpIndicator,android.permission.INTERACT_ACROSS_USERS
android/support/v4/view/PagerAdapter,notifyDataSetChanged,android.permission.INTERACT_ACROSS_USERS
android/support/v4/view/PagerTabStrip,<init>,android.permission.INTERACT_ACROSS_USERS
android/support/v4/view/ViewPager,onTouchEvent,android.permission.INTERACT_ACROSS_USERS
android/support/v4/view/PagerTitleStrip,<init>,android.permission.INTERACT_ACROSS_USERS
android/support/v4/widget/ViewDragHelper,processTouchEvent,android.permission.INTERACT_ACROSS_USERS
android/support/v4/view/PagerTitleStrip,<init>,android.permission.INTERACT_ACROSS_USERS
android/support/v7/app/ActionBarDrawerToggle,onDrawerOpened,android.permission.INTERACT_ACROSS_USERS
android/support/v7/app/ActionBarDrawerToggle,onDrawerClosed,android.permission.INTERACT_ACROSS_USERS
android/support/v4/widget/DrawerLayout,addView,android.permission.INTERACT_ACROSS_USERS
android/support/v7/app/ActionBarActivity,onCreateView,android.permission.INTERACT_ACROSS_USERS
android/support/v4/widget/SlidingPaneLayout,smoothSlideOpen,android.permission.INTERACT_ACROSS_USERS
android/support/v4/view/PagerTabStrip,<init>,android.permission.INTERACT_ACROSS_USERS
android/support/v7/internal/app/ToolbarActionBar,setCustomView,android.permission.INTERACT_ACROSS_USERS
android/support/v7/app/ActionBarDrawerToggle,onOptionsItemSelected,android.permission.INTERACT_ACROSS_USERS
android/support/v7/internal/app/WindowDecorActionBar$ActionModeImpl,<init>,android.permission.INTERACT_ACROSS_USERS
android/support/v4/widget/DrawerLayout,closeDrawer,android.permission.INTERACT_ACROSS_USERS
android/support/v4/view/ScaleGestureDetectorCompat,setQuickScaleEnabled,android.permission.INTERACT_ACROSS_USERS
android/support/v7/internal/app/WindowDecorActionBar,<init>,android.permission.INTERACT_ACROSS_USERS
android/support/v4/view/MenuItemCompat,setActionProvider,android.permission.INTERACT_ACROSS_USERS
android/support/v7/internal/app/ToolbarActionBar,setIcon,android.permission.INTERACT_ACROSS_USERS
android/support/v4/widget/SlidingPaneLayout,draw,android.permission.INTERACT_ACROSS_USERS
android/support/v7/internal/app/WindowDecorActionBar$TabImpl,setCustomView,android.permission.INTERACT_ACROSS_USERS
android/support/v4/view/MenuItemCompat,expandActionView,android.permission.INTERACT_ACROSS_USERS
android/support/v7/app/ActionBarDrawerToggle,onConfigurationChanged,android.permission.INTERACT_ACROSS_USERS
android/support/v4/widget/SlidingPaneLayout,openPane,android.permission.INTERACT_ACROSS_USERS
android/support/v4/widget/SlidingPaneLayout,setShadowResource,android.permission.INTERACT_ACROSS_USERS
android/support/v4/widget/ViewDragHelper,shouldInterceptTouchEvent,android.permission.INTERACT_ACROSS_USERS
android/support/v4/widget/SlidingPaneLayout,closePane,android.permission.INTERACT_ACROSS_USERS
android/support/v4/widget/SlidingPaneLayout,setShadowResourceRight,android.permission.INTERACT_ACROSS_USERS
android/support/v4/view/MenuItemCompat,collapseActionView,android.permission.INTERACT_ACROSS_USERS
android/support/v4/widget/SlidingPaneLayout,setShadowResourceLeft,android.permission.INTERACT_ACROSS_USERS
android/support/v4/widget/SlidingPaneLayout,smoothSlideClosed,android.permission.INTERACT_ACROSS_USERS
android/support/v7/internal/app/ToolbarActionBar,<init>,android.permission.INTERACT_ACROSS_USERS
android/support/v4/view/PagerAdapter,finishUpdate,android.permission.INTERACT_ACROSS_USERS
android/support/v4/widget/SlidingPaneLayout,requestChildFocus,android.permission.INTERACT_ACROSS_USERS
android/support/v7/internal/app/ToolbarActionBar,setDisplayHomeAsUpEnabled,android.permission.INTERACT_ACROSS_USERS
android/support/v4/util/SparseArrayCompat,remove,android.permission.INTERACT_ACROSS_USERS
android/support/v7/app/ActionBarActivity,onPanelClosed,android.permission.INTERACT_ACROSS_USERS
android/support/v4/util/SparseArrayCompat,removeAtRange,android.permission.INTERACT_ACROSS_USERS
android/support/v7/internal/app/ToolbarActionBar,setDisplayShowHomeEnabled,android.permission.INTERACT_ACROSS_USERS
android/support/v4/widget/SwipeRefreshLayout,setProgressBackgroundColorSchemeResource,android.permission.INTERACT_ACROSS_USERS
android/support/v4/view/ViewPager,computeScroll,android.permission.INTERACT_ACROSS_USERS
android/support/v4/print/PrintHelper,printBitmap,android.permission.INTERACT_ACROSS_USERS
android/support/v7/internal/view/menu/ExpandedMenuView,<init>,android.permission.INTERACT_ACROSS_USERS
android/support/v4/widget/SwipeRefreshLayout,setProgressBackgroundColor,android.permission.INTERACT_ACROSS_USERS
android/support/v7/internal/app/WindowDecorActionBar,onConfigurationChanged,android.permission.INTERACT_ACROSS_USERS
android/support/v4/print/PrintHelper,printBitmap,android.permission.INTERACT_ACROSS_USERS
android/support/v7/app/ActionBarActivity,onPreparePanel,android.permission.INTERACT_ACROSS_USERS
android/support/v7/internal/app/WindowDecorActionBar$ActionModeImpl,onMenuModeChange,android.permission.INTERACT_ACROSS_USERS
android/support/v7/internal/app/WindowDecorActionBar$ActionModeImpl,onSubMenuSelected,android.permission.INTERACT_ACROSS_USERS
android/support/v4/util/SparseArrayCompat,append,android.permission.INTERACT_ACROSS_USERS
android/support/v7/internal/app/ToolbarActionBar,setDisplayOptions,android.permission.INTERACT_ACROSS_USERS
android/support/v4/widget/SwipeRefreshLayout,setColorSchemeResources,android.permission.INTERACT_ACROSS_USERS
android/support/v7/internal/view/menu/BaseMenuPresenter,updateMenuView,android.permission.INTERACT_ACROSS_USERS
android/support/v4/widget/ViewDragHelper,flingCapturedView,android.permission.INTERACT_ACROSS_USERS
android/support/v7/internal/app/ToolbarActionBar,setSubtitle,android.permission.INTERACT_ACROSS_USERS
android/support/v4/widget/DrawerLayout,onTouchEvent,android.permission.INTERACT_ACROSS_USERS
android/support/v7/internal/app/ToolbarActionBar,setDisplayUseLogoEnabled,android.permission.INTERACT_ACROSS_USERS
android/support/v4/widget/SwipeRefreshLayout,setColorScheme,android.permission.INTERACT_ACROSS_USERS
android/support/v7/internal/app/ToolbarActionBar,setDisplayOptions,android.permission.INTERACT_ACROSS_USERS
android/support/v7/internal/view/menu/ActionMenuItemView,onConfigurationChanged,android.permission.INTERACT_ACROSS_USERS
